fips_state,fips_st_code,event_year,event_month,event_type,injuries_direct,injuries_indirect,death_direct,death_indirect,event_source,episode_narrative
MINNESOTA,27,2012,April,High Wind,0,0,0,0,Social Media,Late afternoon severe thunderstorms developed and produced strong winds that downed trees and damaged some roofs.
ARKANSAS,5,2012,April,Strong Wind,0,0,1,0,NPOP,A weak front sank through northwest WI during the afternoon of the 5th.  Thunderstorms fired up on the front late in the afternoon around and south of the Gogebic Range.
SOUTH DAKOTA,46,2012,April,Tornado,0,0,0,0,Newspaper,"Isolated thunderstorms over central and south central Missouri, produced isolated areas of heavy rainfall and flooding in Shannon County."
MICHIGAN,26,2012,April,Winter Weather,0,0,0,0,Other Federal Agency,"Strong high pressure aloft was centered over the four corners area of the southwest, which resulted in monsoonal flow into the region from the 4th through the 8th. Precipitable water values around two inches supported heavy rainfall from thunderstorms in the mountains and deserts. The most intense thunderstorms occurred on the 6th, when a few severe storms roamed the Inland Empire with strong winds and hail. Flash flooding was observed near Wrightwood and Phelan, while the Whitewater River north of Whitewater experienced a rapid rise in flow."
TEXAS,48,2012,April,Heavy Rain,0,0,0,0,Department of Highways,A severe thunderstorm brought damaging winds to Ortonville. Sixty mph winds downed many power lines in town.
MICHIGAN,26,2012,April,High Wind,0,0,0,0,Official NWS Observations,A weak cold front pushed southeast into northern Iowa and northern Illinois during the late afternoon and evening hours of July 5th triggering severe thunderstorms.  Large hail and damaging winds were the main impact.
ILLINOIS,17,2012,April,High Wind,0,0,0,0,Mesonet,A supercell thunderstorm developed over western Weston County and moved southward across the Rochelle Hills area. The storm produced hail larger than baseball size north of Rochelle.
MICHIGAN,26,2012,April,Strong Wind,0,0,0,0,Law Enforcement,A severe thunderstorm developed near Wright and produced hail and wind gusts to 60 mph.
MICHIGAN,26,2012,April,Strong Wind,0,0,1,0,NWS Storm Survey,Isolated strong to severe thunderstorms developed along the seabreeze by mid-afternoon. The convection became more widespread through the evening as the seabreeze moved well inland.
INDIANA,18,2012,April,High Wind,0,0,0,0,Emergency Manager,Hail to ping pong ball size fell as a severe thunderstorm tracked from Cheyenne Crossing to the Deerfield area.
FLORIDA,12,2012,April,Rip Current,2,0,0,0,Fire Department/Rescue,A broken line of thunderstorms developed along a slow moving cold front that was pressing southeast across the region.  Temperatures ahead of the front climbed to around 90 with dew point temperatures in the lower 70s.  This created very unstable conditions and allowed a few super cell thunderstorms to develop in the broken line.  The stronger of there storms produced damaging winds and a few hail reports.
ALABAMA,1,2012,April,Rip Current,1,0,1,0,Broadcast Media,A lack of rainfall and hot weather made conditions favorable for wildfires in early July. A wildfire 6.7 miles northeast of Calion in Calhoun County burned 150 acres on the 5th.
MICHIGAN,26,2012,April,Wildfire,0,0,0,0,Park/Forest Service,"A weak upper-level trough remained evident across the eastern U.S., immediately to the west of the East Coast while a strong subtropical ridge remained anchored across the central and southern Plains.  A residual convective outflow boundary was evident across east Georgia, with a notable afternoon seabreeze in the southeast part of the state.  Thunderstorms developed during mid-afternoon across central Georgia and the northeast mountains.  Numerous outflow boundaries allowed the thunderstorms to continue to develop and propagate erratically across north and central Georgia well into the evening hours thanks to a continued hot, humid air mass in place.  By far on this day, the most notable concentration of convective activity was across the eastern portion of the state."
IDAHO,16,2012,April,Funnel Cloud,0,0,0,0,COOP Observer,An isolated severe thunderstorm developed along a weak surface trough stretched across eastern portion of North Carolina.
ALABAMA,1,2012,April,Rip Current,0,0,1,0,Trained Spotter,An early evening thunderstorm produced ping pong ball size hail in northeast Converse County.
ALASKA,2,2012,April,Flood,0,0,0,0,ASOS,"Several strong thunderstorms developed to the southeast of the greater Phoenix area during the evening hours on July 5. The storms produced damaging microburst winds and dense blowing dust that affected portions of central and western Pinal county. Gusty winds estimated to be in excess of 50 knots uprooted trees, knocked down power poles and blew a semi truck off of the interstate."
MASSACHUSETTS,25,2012,April,Wildfire,0,1,0,0,AWOS,A weak upper level disturbance combined with the inland moving sea breeze led to scattered thunderstorms across eastern North Carolina during the afternoon and evening of July 5th. One of the storms became severe with strong winds across Duplin County.
MARYLAND,24,2012,April,Dense Fog,0,0,0,0,C-MAN Station,"Rainfall adding up to more than 8 inches in portions of southern Cameron, southwest Cameron/southeast Hidalgo, and pocket of Willacy County, as well as respectable rainfall totals between 2 and 6 inches across the remainder of the Rio Grande Valley and portions of the Brush Country and King Ranch of Deep South Texas continued to reduce the level of drought.  Starting July 5th, all of Deep South Texas saw drought reduced by one to two categories, from Extreme/Exceptional (D3/D4) to Severe/Extreme (D2/D3)."
ATLANTIC SOUTH,87,2012,April,Marine Hail,0,0,0,0,Public,An isolated thunderstorm produced 1 hail in Carbon County.
ATLANTIC SOUTH,87,2012,April,Marine High Wind,0,0,0,0,NWS Employee,"Scattered strong to severe thunderstorms developed during the mid and late afternoon hours on the July 5th, as a weak upper level disturbance aloft drifted south and interacted with strong surface heating/resultant instability and a northwest propagating outflow boundary from an area of showers and embedded thunderstorms over North Central Louisiana. Some of these storms produced marginally severe hail across portions of Southwest Arkansas, but strong damaging winds were the primary result as they downed a number of trees from near Nashville to near the Arkansas/Louisiana line, as they continued south along their own outflow boundary."
VIRGINIA,51,2012,April,Dense Fog,0,0,0,0,County Official,"Scattered strong to severe thunderstorms developed during the mid and late afternoon hours on the July 5th, as a weak upper level disturbance aloft drifted south and interacted with strong surface heating/resultant instability and a northwest propagating outflow boundary from an area of showers and embedded thunderstorms over North Central Louisiana. Some of these storms produced marginally severe hail across portions of Southwest Arkansas, but strong damaging winds were the primary result as they downed a number of trees from near Nashville to near the Arkansas/Louisiana line, as they continued south along their own outflow boundary.  This complex of thunderstorms that moved south out of Southwest Arkansas were prolific lightning producers as well as they moved south of the Arkansas/Louisiana line."
NEW JERSEY,34,2012,April,Thunderstorm Wind,0,0,0,0,Unknown,"During the late evening hours on the 5th, an isolated severe thunderstorm moving south produced quarter size hail over far northern Marion County."
NEW JERSEY,34,2012,April,Hail,0,0,0,0,River/Stream Gage,"An upper level disturbance combined with a stationary front and abundant moisture across southern Nebraska, producing severe thunderstorms across southwestern and portions of central Nebraska.  Thunderstorms developed during the late afternoon hours and persisted into the early evening hours."
IOWA,19,2012,April,Funnel Cloud,0,0,0,0,CoCoRaHS,Deep subtropical moisture over the region produced heavy rainfall in the Vail area.
PENNSYLVANIA,42,2012,April,Thunderstorm Wind,0,0,0,0,RAWS,Rapidly-developing thunderstorms quickly strengthened and moved toward the east and southeast while producing severe hail.
